0.04938417	1041904
0.1293372	928810.9
0.2092902	645902.6
0.2892432	440172
0.3691962	85654.84
0.4491493	16691.92
0.5291023	19931.15
0.6090553	15122.25
0.6890083	7411.626
0.7689614	4540.867
0.8489144	3522.381
0.9288674	2594.696
1.00882	2476.377
1.088773	2266.064
1.168726	1696.641
1.248679	1481.944
1.328632	1540.553
1.408586	1144.835
1.488539	919.9867
1.568492	742.5518
1.648445	658.9221
1.728398	364.0999
1.808351	272.129
1.888304	277.0815
1.968257	141.022
2.04821	108.9462
2.128163	90.43323
2.208116	59.48566
2.288069	42.99013
2.368022	36.4963
2.447975	32.80313
2.527928	32.15268
2.607881	29.90938
2.687834	26.78576
2.767787	25.44224
2.84774	22.79167
2.927693	21.65805
3.007646	20.11527
3.087599	18.97111
3.167552	18.76976
3.247505	17.39685
3.327458	16.37715
3.407411	14.86996
3.487364	15.19971
3.567317	15.21139
3.64727	14.43936
3.727223	14.22178
3.807176	13.43744
3.887129	12.60248
3.967082	12.64912
4.047035	12.16203
4.126988	12.07224
4.206941	12.02137
4.286894	12.10483
4.366847	11.5245
4.4468	11.18821
4.526753	10.8064
4.606706	11.07567
4.686659	11.02391
4.766612	10.95847
4.846565	11.10136
4.926518	11.02416
5.006471	11.19402
5.086424	11.00665
5.166377	10.77104
5.24633	10.65006
5.326284	10.88707
5.406237	10.24599
5.48619	10.27886
5.566143	10.14594
5.646096	9.897049
5.726049	10.04301
5.806002	9.778394
5.885955	9.89185
5.965908	9.438519
6.045861	9.400193
6.125814	9.365273
6.205767	8.942995
6.28572	9.475549
6.365673	9.149102
6.445626	9.375862
6.525579	9.540076
6.605532	9.425382
6.685485	9.482985
6.765438	9.151429
6.845391	9.114906
6.925344	9.099472
7.005297	8.733194
7.08525	8.794559
7.165203	8.97837
7.245156	8.76488
7.325109	8.886362
7.405062	8.45791
7.485015	8.660216
7.564968	8.442008
7.644921	8.340234
7.724874	8.631084
7.804827	8.50342
7.88478	8.344731
7.964733	8.171386
8.044686	8.306565
8.124639	8.327153
8.204592	8.082149
8.284545	8.145555
8.364498	7.87306
8.444451	8.083244
8.524404	8.058599
8.604357	7.657723
8.68431	7.816412
8.764263	7.638517
8.844216	7.677384
8.924169	7.69714
9.004122	7.449243
9.084075	7.514065
9.164028	7.497373
9.243982	7.413307
9.323935	7.470099
9.403888	7.433577
9.483841	7.326694
9.563794	7.135203
9.643747	7.420337
9.7237	7.1547
9.803653	6.863678
9.883606	6.918647
9.963559	7.308825
10.04351	6.9227
10.12346	7.133667
10.20342	6.847445
10.28337	6.863701
10.36332	6.937557
10.44328	6.512302
10.52323	6.455969
10.60318	6.808122
10.68314	6.432051
10.76309	6.368052
10.84304	6.339561
10.92299	6.177841
11.00295	6.286984
11.0829	6.28903
11.16285	6.201809
11.24281	6.298495
11.32276	6.213481
11.40271	6.172093
11.48267	5.976878
11.56262	5.925688
11.64257	6.067831
11.72253	6.033418
11.80248	6.017026
11.88243	6.004415
11.96238	5.920545
12.04234	5.960174
12.12229	5.914479
12.20224	5.547839
12.2822	5.690073
12.36215	5.806178
12.4421	5.672266
12.52206	5.485291
12.60201	5.254901
12.68196	5.326952
12.76191	5.077318
12.84187	5.046846
12.92182	5.302792
13.00177	4.899414
13.08173	4.776648
13.16168	4.910105
13.24163	4.663021
13.32159	4.808454
13.40154	4.533125
13.48149	4.546446
13.56144	4.527623
13.6414	4.659854
13.72135	4.457148
13.8013	4.267361
13.88126	4.317509
13.96121	4.409658
14.04116	4.289792
14.12112	4.329756
