0.04938417	1041904
0.1293372	905993.7
0.2092902	587389.2
0.2892432	376021.2
0.3691962	64924.59
0.4491493	11259.85
0.5291023	12353.88
0.6090553	8766.441
0.6890083	4913.648
0.7689614	3599.787
0.8489144	2733.417
0.9288674	2244.147
1.00882	2249.401
1.088773	2151.178
1.168726	1602.633
1.248679	1440.862
1.328632	1469.855
1.408586	1074.387
1.488539	829.6177
1.568492	655.2361
1.648445	605.3679
1.728398	330.3245
1.808351	249.9184
1.888304	257.9323
1.968257	123.6009
2.04821	90.81476
2.128163	74.61282
2.208116	43.57093
2.288069	27.25203
2.368022	20.97878
2.447975	16.74909
2.527928	16.39132
2.607881	15.10658
2.687834	14.53752
2.767787	12.85779
2.84774	11.15851
2.927693	10.72079
3.007646	10.41103
3.087599	9.911172
3.167552	9.038026
3.247505	8.590444
3.327458	8.61785
3.407411	8.378521
3.487364	8.108526
3.567317	7.447046
3.64727	7.414395
3.727223	6.564215
3.807176	6.818083
3.887129	6.669406
3.967082	6.393389
4.047035	6.578956
4.126988	6.052956
4.206941	6.132531
4.286894	5.741688
4.366847	5.938813
4.4468	5.673675
4.526753	5.434734
4.606706	5.591166
4.686659	5.483216
4.766612	5.745852
4.846565	5.641012
4.926518	5.728089
5.006471	5.505001
5.086424	5.574734
5.166377	5.371568
5.24633	5.224643
5.326284	5.392461
5.406237	5.416226
5.48619	5.321007
5.566143	5.364885
5.646096	5.085799
5.726049	5.307334
5.806002	4.851316
5.885955	4.949086
5.965908	4.915944
6.045861	5.193585
6.125814	4.829638
6.205767	4.746023
6.28572	4.76544
6.365673	4.647679
6.445626	4.815133
6.525579	4.964118
6.605532	4.996901
6.685485	4.748105
6.765438	5.06259
6.845391	4.783196
6.925344	4.671127
7.005297	4.695665
7.08525	4.744096
7.165203	4.930447
7.245156	4.810387
7.325109	4.631598
7.405062	4.707028
7.485015	4.555355
7.564968	4.621989
7.644921	4.46212
7.724874	4.578959
7.804827	4.727382
7.88478	4.281671
7.964733	4.540337
8.044686	4.396454
8.124639	4.694043
8.204592	4.341703
8.284545	4.351278
8.364498	4.342024
8.444451	4.116692
8.524404	4.284821
8.604357	4.35132
8.68431	4.379378
8.764263	4.108043
8.844216	4.04166
8.924169	3.978612
9.004122	3.927364
9.084075	4.129809
9.164028	4.218063
9.243982	4.038759
9.323935	3.975199
9.403888	3.869394
9.483841	3.965344
9.563794	3.937902
9.643747	3.85057
9.7237	3.92044
9.803653	4.036207
9.883606	3.817645
9.963559	3.846145
10.04351	4.01687
10.12346	3.723251
10.20342	4.040679
10.28337	3.966546
10.36332	3.786984
10.44328	3.577735
10.52323	3.723759
10.60318	3.832258
10.68314	3.742432
10.76309	3.659217
10.84304	3.476142
10.92299	3.603264
11.00295	3.751501
11.0829	3.728497
11.16285	3.490455
11.24281	3.398502
11.32276	3.567844
11.40271	3.455981
11.48267	3.336966
11.56262	3.516644
11.64257	3.378441
11.72253	3.436119
11.80248	3.380459
11.88243	3.459963
11.96238	3.46079
12.04234	3.58108
12.12229	3.453314
12.20224	3.548868
12.2822	3.297633
12.36215	3.255819
12.4421	3.250078
12.52206	3.289941
12.60201	3.328097
12.68196	3.32164
12.76191	3.237613
12.84187	3.010276
12.92182	3.168266
13.00177	3.214122
13.08173	2.955635
13.16168	2.914581
13.24163	2.998759
13.32159	3.129517
13.40154	2.878724
13.48149	3.00528
13.56144	3.042094
13.6414	2.94044
13.72135	2.817669
13.8013	2.854855
13.88126	2.819465
13.96121	2.825733
14.04116	2.833996
14.12112	2.835377
14.20107	2.741488
14.28102	2.698636
14.36097	2.834933
14.44093	2.729736
14.52088	2.620184
14.60083	2.606359
14.68079	2.708691
14.76074	2.58629
14.84069	2.601782
14.92065	2.710891
15.0006	2.567569
15.08055	2.507709
15.16051	2.619431
15.24046	2.632056
15.32041	2.658687
15.40036	2.76353
15.48032	2.604257
15.56027	2.741255
15.64022	2.718069
15.72018	2.831543
15.80013	2.790076
15.88008	2.775385
15.96004	2.872863
16.03999	2.927163
16.11994	2.983077
16.19989	2.664709
16.27985	2.924597
16.3598	3.019696
16.43975	3.126135
16.51971	3.231759
16.59966	3.512408
16.67961	3.725079
16.75957	3.832473
16.83952	4.152924
16.91947	4.461963
16.99942	4.747591
17.07938	5.502896
17.15933	6.531777
17.23928	8.280547
17.31924	12.67862
17.39919	20.6279
17.47914	31.25191
17.5591	40.3043
17.63905	44.27822
17.719	35.4342
17.79895	21.11015
17.87891	11.27186
17.95886	7.546808
18.03881	6.154395
18.11877	5.138452
18.19872	4.48478
18.27867	4.227587
18.35863	3.924839
